Area Type ,Area Name ,Date,Year ,Month,Seasonally Adjusted (Y/N) ,Status (Preliminary / Final) ,Labor Force,Employment ,Unemployment ,Unemployment Rate 
County,Inyo County,07/01/1991,1991,July,N,Final,6970,6320,650,0.093
County,Kern County,07/01/1991,1991,July,N,Final,266800,236400,30400,0.114
County,Kings County,07/01/1991,1991,July,N,Final,39700,35500,4200,0.106
County,Lake County,07/01/1991,1991,July,N,Final,20990,18930,2060,0.098
County,Lassen County,07/01/1991,1991,July,N,Final,9800,8960,840,0.085
County,Los Angeles County,07/01/1991,1991,July,N,Final,4524100,4132000,392100,0.087
County,Los Angeles County,07/01/1991,1991,July,Y,Final,4479900,4113700,366200,0.082
County,Madera County,07/01/1991,1991,July,N,Final,45400,38800,6600,0.146
County,Marin County,07/01/1991,1991,July,N,Final,131700,126300,5500,0.041
County,Mariposa County,07/01/1991,1991,July,N,Final,7740,7360,380,0.049
County,Mendocino County,07/01/1991,1991,July,N,Final,39450,35960,3490,0.088
County,Merced County,07/01/1991,1991,July,N,Final,75400,63500,11900,0.157
County,Modoc County,07/01/1991,1991,July,N,Final,3960,3560,400,0.101
County,Mono County,07/01/1991,1991,July,N,Final,5360,4770,590,0.11
County,Monterey County,07/01/1991,1991,July,N,Final,172200,158600,13600,0.079
County,Napa County,07/01/1991,1991,July,N,Final,56300,53200,3000,0.054
County,Nevada County,07/01/1991,1991,July,N,Final,38520,36190,2330,0.061
County,Orange County,07/01/1991,1991,July,N,Final,1329800,1254300,75400,0.057
County,Placer County,07/01/1991,1991,July,N,Final,91700,86100,5600,0.061
County,Plumas County,07/01/1991,1991,July,N,Final,10260,9600,660,0.065
County,Riverside County,07/01/1991,1991,July,N,Final,552600,496000,56700,0.103
County,Sacramento County,07/01/1991,1991,July,N,Final,533800,497500,36400,0.068
County,San Benito County,07/01/1991,1991,July,N,Final,23200,20100,3200,0.137
County,San Bernardino County,07/01/1991,1991,July,N,Final,650500,593000,57500,0.088
County,San Diego County,07/01/1991,1991,July,N,Final,1216900,1134300,82600,0.068
County,San Francisco County,07/01/1991,1991,July,N,Final,409600,385300,24300,0.059
County,San Joaquin County,07/01/1991,1991,July,N,Final,235500,207900,27600,0.117
County,San Luis Obispo County,07/01/1991,1991,July,N,Final,95000,89300,5800,0.061
County,San Mateo County,07/01/1991,1991,July,N,Final,370400,353800,16600,0.045
County,Santa Barbara County,07/01/1991,1991,July,N,Final,195700,184900,10700,0.055
County,Santa Clara County,07/01/1991,1991,July,N,Final,850500,799100,51400,0.06
County,Santa Cruz County,07/01/1991,1991,July,N,Final,139300,129700,9600,0.069
County,Shasta County,07/01/1991,1991,July,N,Final,69000,62300,6700,0.098
County,Sierra County,07/01/1991,1991,July,N,Final,1790,1670,120,0.066
County,Siskiyou County,07/01/1991,1991,July,N,Final,19050,17060,1990,0.104
County,Solano County,07/01/1991,1991,July,N,Final,170300,159700,10600,0.062
County,Sonoma County,07/01/1991,1991,July,N,Final,209900,198000,11900,0.057
County,Stanislaus County,07/01/1991,1991,July,N,Final,186700,158600,28100,0.151
County,Sutter County,07/01/1991,1991,July,N,Final,35100,29900,5300,0.15
County,Tehama County,07/01/1991,1991,July,N,Final,20740,18440,2300,0.111
County,Trinity County,07/01/1991,1991,July,N,Final,5100,4580,530,0.103
County,Tulare County,07/01/1991,1991,July,N,Final,155000,127800,27200,0.175
County,Tuolumne County,07/01/1991,1991,July,N,Final,20370,18900,1470,0.072
County,Ventura County,07/01/1991,1991,July,N,Final,371800,345600,26200,0.071
County,Yolo County,07/01/1991,1991,July,N,Final,76400,70900,5500,0.072
County,Yuba County,07/01/1991,1991,July,N,Final,23500,20300,3200,0.135
County,Alameda County,07/01/1992,1992,July,N,Final,681800,633200,48600,0.071
County,Alpine County,07/01/1992,1992,July,N,Final,230,160,70,0.31
County,Amador County,07/01/1992,1992,July,N,Final,13080,11990,1100,0.084
County,Butte County,07/01/1992,1992,July,N,Final,84000,74200,9800,0.116
County,Calaveras County,07/01/1992,1992,July,N,Final,15920,14150,1770,0.111
County,Colusa County,07/01/1992,1992,July,N,Final,8790,7670,1120,0.128
County,Contra Costa County,07/01/1992,1992,July,N,Final,444900,413400,31600,0.071
County,Del Norte County,07/01/1992,1992,July,N,Final,10160,8710,1450,0.143
County,El Dorado County,07/01/1992,1992,July,N,Final,67900,62500,5400,0.079
County,Fresno County,07/01/1992,1992,July,N,Final,365400,316000,49300,0.135
County,Glenn County,07/01/1992,1992,July,N,Final,11750,9290,2460,0.209
County,Humboldt County,07/01/1992,1992,July,N,Final,59000,53300,5700,0.097
County,Imperial County,07/01/1992,1992,July,N,Final,57500,34400,23100,0.402
County,Inyo County,07/01/1992,1992,July,N,Final,7200,6380,830,0.115
County,Kern County,07/01/1992,1992,July,N,Final,280300,239900,40500,0.144
County,Kings County,07/01/1992,1992,July,N,Final,42700,37100,5700,0.132
County,Lake County,07/01/1992,1992,July,N,Final,23670,20900,2780,0.117
County,Lassen County,07/01/1992,1992,July,N,Final,10580,9550,1030,0.097
County,Los Angeles County,07/01/1992,1992,July,N,Final,4502300,4021700,480600,0.107
County,Los Angeles County,07/01/1992,1992,July,Y,Final,4449600,3999500,450100,0.101
County,Madera County,07/01/1992,1992,July,N,Final,49400,41400,7900,0.161
County,Marin County,07/01/1992,1992,July,N,Final,132800,125600,7200,0.055
County,Mariposa County,07/01/1992,1992,July,N,Final,7780,7250,530,0.068
County,Mendocino County,07/01/1992,1992,July,N,Final,41170,36590,4570,0.111
County,Merced County,07/01/1992,1992,July,N,Final,83600,70700,12900,0.154
County,Modoc County,07/01/1992,1992,July,N,Final,4050,3620,430,0.105
County,Mono County,07/01/1992,1992,July,N,Final,5620,4970,650,0.116
County,Monterey County,07/01/1992,1992,July,N,Final,180300,163900,16400,0.091
County,Napa County,07/01/1992,1992,July,N,Final,59200,55000,4300,0.072
County,Nevada County,07/01/1992,1992,July,N,Final,41370,37890,3480,0.084
County,Orange County,07/01/1992,1992,July,N,Final,1342200,1245500,96700,0.072
County,Placer County,07/01/1992,1992,July,N,Final,94800,86900,7900,0.083
County,Plumas County,07/01/1992,1992,July,N,Final,10150,9210,940,0.092
County,Riverside County,07/01/1992,1992,July,N,Final,586400,506000,80300,0.137
County,Sacramento County,07/01/1992,1992,July,N,Final,538900,493100,45800,0.085
County,San Benito County,07/01/1992,1992,July,N,Final,24800,21500,3300,0.133
County,San Bernardino County,07/01/1992,1992,July,N,Final,671200,602300,69000,0.103
County,San Diego County,07/01/1992,1992,July,N,Final,1226800,1131000,95900,0.078
County,San Francisco County,07/01/1992,1992,July,N,Final,413400,382300,31100,0.075
County,San Joaquin County,07/01/1992,1992,July,N,Final,247200,215000,32200,0.13
County,San Luis Obispo County,07/01/1992,1992,July,N,Final,98800,91300,7600,0.076
County,San Mateo County,07/01/1992,1992,July,N,Final,375200,354200,21000,0.056
County,Santa Barbara County,07/01/1992,1992,July,N,Final,194600,180700,13900,0.071
County,Santa Clara County,07/01/1992,1992,July,N,Final,860600,799200,61300,0.071
County,Santa Cruz County,07/01/1992,1992,July,N,Final,141400,130000,11400,0.081
County,Shasta County,07/01/1992,1992,July,N,Final,74200,65000,9200,0.124
County,Sierra County,07/01/1992,1992,July,N,Final,1820,1670,140,0.078
County,Siskiyou County,07/01/1992,1992,July,N,Final,19550,16860,2690,0.138
County,Solano County,07/01/1992,1992,July,N,Final,177900,165100,12800,0.072
County,Sonoma County,07/01/1992,1992,July,N,Final,218400,202500,15900,0.073
County,Stanislaus County,07/01/1992,1992,July,N,Final,200000,170500,29500,0.148
County,Sutter County,07/01/1992,1992,July,N,Final,35700,29600,6100,0.171
County,Tehama County,07/01/1992,1992,July,N,Final,22730,19550,3180,0.14
County,Trinity County,07/01/1992,1992,July,N,Final,5470,4730,740,0.136
County,Tulare County,07/01/1992,1992,July,N,Final,154300,129600,24700,0.16
County,Tuolumne County,07/01/1992,1992,July,N,Final,21500,19330,2180,0.101
County,Ventura County,07/01/1992,1992,July,N,Final,381300,342200,39100,0.103
County,Yolo County,07/01/1992,1992,July,N,Final,83000,77000,5900,0.072
County,Yuba County,07/01/1992,1992,July,N,Final,23600,20000,3700,0.155
County,Alameda County,07/01/1993,1993,July,N,Final,681800,632700,49200,0.072
County,Alpine County,07/01/1993,1993,July,N,Final,240,180,60,0.253
County,Amador County,07/01/1993,1993,July,N,Final,13000,11860,1140,0.088
County,Butte County,07/01/1993,1993,July,N,Final,84000,73700,10300,0.122
County,Calaveras County,07/01/1993,1993,July,N,Final,15530,13770,1760,0.113
County,Colusa County,07/01/1993,1993,July,N,Final,9110,7790,1320,0.145
County,Contra Costa County,07/01/1993,1993,July,N,Final,444500,413100,31500,0.071
County,Del Norte County,07/01/1993,1993,July,N,Final,9950,8470,1480,0.148
County,El Dorado County,07/01/1993,1993,July,N,Final,67600,62100,5500,0.081
County,Fresno County,07/01/1993,1993,July,N,Final,371500,319200,52300,0.141
County,Glenn County,07/01/1993,1993,July,N,Final,11410,9210,2200,0.193
County,Humboldt County,07/01/1993,1993,July,N,Final,59000,53500,5500,0.093
County,Imperial County,07/01/1993,1993,July,N,Final,55800,36900,18900,0.339
County,Inyo County,07/01/1993,1993,July,N,Final,7060,6290,770,0.109
County,Kern County,07/01/1993,1993,July,N,Final,277900,237300,40600,0.146
County,Kings County,07/01/1993,1993,July,N,Final,42700,36800,5900,0.139
County,Lake County,07/01/1993,1993,July,N,Final,23600,20560,3040,0.129
County,Lassen County,07/01/1993,1993,July,N,Final,10760,9600,1160,0.107
County,Los Angeles County,07/01/1993,1993,July,N,Final,4386300,3938200,448100,0.102
County,Los Angeles County,07/01/1993,1993,July,Y,Final,4336500,3914200,422300,0.097
County,Madera County,07/01/1993,1993,July,N,Final,50200,41800,8400,0.166
County,Marin County,07/01/1993,1993,July,N,Final,132300,124900,7300,0.055
County,Mariposa County,07/01/1993,1993,July,N,Final,7970,7400,570,0.071
County,Mendocino County,07/01/1993,1993,July,N,Final,41230,36880,4350,0.105
County,Merced County,07/01/1993,1993,July,N,Final,83200,69900,13300,0.16
County,Modoc County,07/01/1993,1993,July,N,Final,3970,3550,420,0.106
County,Mono County,07/01/1993,1993,July,N,Final,5720,5180,540,0.094
County,Monterey County,07/01/1993,1993,July,N,Final,179500,161800,17700,0.098
County,Napa County,07/01/1993,1993,July,N,Final,59500,54800,4700,0.08
County,Nevada County,07/01/1993,1993,July,N,Final,40690,37320,3370,0.083
County,Orange County,07/01/1993,1993,July,N,Final,1342300,1244100,98200,0.073
County,Placer County,07/01/1993,1993,July,N,Final,94100,86300,7700,0.082
County,Plumas County,07/01/1993,1993,July,N,Final,10230,9160,1070,0.104
County,Riverside County,07/01/1993,1993,July,N,Final,590800,508900,81900,0.139
County,Sacramento County,07/01/1993,1993,July,N,Final,536800,489700,47100,0.088
County,San Benito County,07/01/1993,1993,July,N,Final,25000,21900,3100,0.124
County,San Bernardino County,07/01/1993,1993,July,N,Final,676800,605700,71200,0.105
County,San Diego County,07/01/1993,1993,July,N,Final,1232400,1129100,103300,0.084
County,San Francisco County,07/01/1993,1993,July,N,Final,412200,380300,31900,0.077
County,San Joaquin County,07/01/1993,1993,July,N,Final,247600,214900,32700,0.132
County,San Luis Obispo County,07/01/1993,1993,July,N,Final,101200,92500,8600,0.085
County,San Mateo County,07/01/1993,1993,July,N,Final,372700,352300,20400,0.055
County,Santa Barbara County,07/01/1993,1993,July,N,Final,193700,179300,14400,0.074
County,Santa Clara County,07/01/1993,1993,July,N,Final,858100,795500,62600,0.073
County,Santa Cruz County,07/01/1993,1993,July,N,Final,143200,130500,12700,0.089
County,Shasta County,07/01/1993,1993,July,N,Final,73100,64600,8600,0.117
County,Sierra County,07/01/1993,1993,July,N,Final,1810,1670,150,0.08
County,Siskiyou County,07/01/1993,1993,July,N,Final,19460,16870,2600,0.133
County,Solano County,07/01/1993,1993,July,N,Final,179300,164500,14800,0.083
County,Sonoma County,07/01/1993,1993,July,N,Final,218700,204000,14700,0.067
County,Stanislaus County,07/01/1993,1993,July,N,Final,202700,171400,31200,0.154
County,Sutter County,07/01/1993,1993,July,N,Final,35800,30400,5400,0.15
County,Tehama County,07/01/1993,1993,July,N,Final,22890,19900,2990,0.131
County,Trinity County,07/01/1993,1993,July,N,Final,5170,4480,690,0.133
County,Tulare County,07/01/1993,1993,July,N,Final,159300,131000,28200,0.177
County,Tuolumne County,07/01/1993,1993,July,N,Final,21150,18800,2350,0.111
County,Ventura County,07/01/1993,1993,July,N,Final,379500,341700,37700,0.099
County,Yolo County,07/01/1993,1993,July,N,Final,84000,78200,5800,0.069
County,Yuba County,07/01/1993,1993,July,N,Final,24900,20500,4400,0.175
County,Alameda County,07/01/1994,1994,July,N,Final,681200,635500,45600,0.067
County,Alpine County,07/01/1994,1994,July,N,Final,310,250,60,0.207
County,Amador County,07/01/1994,1994,July,N,Final,12890,11910,980,0.076
County,Butte County,07/01/1994,1994,July,N,Final,84100,75400,8700,0.104
County,Calaveras County,07/01/1994,1994,July,N,Final,14870,13200,1670,0.112
County,Colusa County,07/01/1994,1994,July,N,Final,8580,7570,1010,0.117
County,Contra Costa County,07/01/1994,1994,July,N,Final,452800,422100,30700,0.068
County,Del Norte County,07/01/1994,1994,July,N,Final,9870,8560,1310,0.133
County,El Dorado County,07/01/1994,1994,July,N,Final,70500,65800,4700,0.066
County,Fresno County,07/01/1994,1994,July,N,Final,358300,312300,46000,0.128
County,Glenn County,07/01/1994,1994,July,N,Final,11720,9530,2190,0.187
County,Humboldt County,07/01/1994,1994,July,N,Final,59000,54000,4900,0.084
County,Imperial County,07/01/1994,1994,July,N,Final,56000,39300,16700,0.298
County,Inyo County,07/01/1994,1994,July,N,Final,7430,6660,770,0.104
County,Kern County,07/01/1994,1994,July,N,Final,268300,230500,37700,0.141
County,Kings County,07/01/1994,1994,July,N,Final,41600,36600,5000,0.119
County,Lake County,07/01/1994,1994,July,N,Final,22970,20220,2760,0.12
County,Lassen County,07/01/1994,1994,July,N,Final,10990,9960,1030,0.094
County,Los Angeles County,07/01/1994,1994,July,N,Final,4321800,3894500,427300,0.099
County,Los Angeles County,07/01/1994,1994,July,Y,Final,4288400,3889500,398900,0.093
County,Madera County,07/01/1994,1994,July,N,Final,49700,42000,7700,0.156
County,Marin County,07/01/1994,1994,July,N,Final,129800,123400,6400,0.049
County,Mariposa County,07/01/1994,1994,July,N,Final,8050,7440,610,0.076
County,Mendocino County,07/01/1994,1994,July,N,Final,40620,37040,3580,0.088
County,Merced County,07/01/1994,1994,July,N,Final,85500,73300,12200,0.143
County,Modoc County,07/01/1994,1994,July,N,Final,4280,3900,380,0.088
County,Mono County,07/01/1994,1994,July,N,Final,5890,5270,620,0.105
County,Monterey County,07/01/1994,1994,July,N,Final,175400,159700,15600,0.089
County,Napa County,07/01/1994,1994,July,N,Final,59000,54900,4100,0.07
County,Nevada County,07/01/1994,1994,July,N,Final,40210,37220,3000,0.074
County,Orange County,07/01/1994,1994,July,N,Final,1339200,1256700,82500,0.062
County,Placer County,07/01/1994,1994,July,N,Final,99100,92600,6500,0.066
County,Plumas County,07/01/1994,1994,July,N,Final,10490,9400,1090,0.104
County,Riverside County,07/01/1994,1994,July,N,Final,600900,528300,72600,0.121
County,Sacramento County,07/01/1994,1994,July,N,Final,537200,497500,39700,0.074
County,San Benito County,07/01/1994,1994,July,N,Final,24500,21700,2700,0.112
County,San Bernardino County,07/01/1994,1994,July,N,Final,667400,606400,61100,0.091
County,San Diego County,07/01/1994,1994,July,N,Final,1233000,1138100,94800,0.077
County,San Francisco County,07/01/1994,1994,July,N,Final,404800,376300,28400,0.07
County,San Joaquin County,07/01/1994,1994,July,N,Final,244200,215600,28600,0.117
County,San Luis Obispo County,07/01/1994,1994,July,N,Final,100900,93300,7500,0.075
County,San Mateo County,07/01/1994,1994,July,N,Final,371600,352500,19100,0.051
County,Santa Barbara County,07/01/1994,1994,July,N,Final,194900,181500,13400,0.069
County,Santa Clara County,07/01/1994,1994,July,N,Final,859100,802000,57200,0.067
County,Santa Cruz County,07/01/1994,1994,July,N,Final,141200,129900,11300,0.08
County,Shasta County,07/01/1994,1994,July,N,Final,73500,65100,8400,0.115
County,Sierra County,07/01/1994,1994,July,N,Final,1800,1690,120,0.064
County,Siskiyou County,07/01/1994,1994,July,N,Final,19330,16930,2400,0.124
County,Solano County,07/01/1994,1994,July,N,Final,178600,164900,13700,0.077
County,Sonoma County,07/01/1994,1994,July,N,Final,220500,206800,13700,0.062
County,Stanislaus County,07/01/1994,1994,July,N,Final,201400,171900,29400,0.146
County,Sutter County,07/01/1994,1994,July,N,Final,34000,29500,4500,0.133
County,Tehama County,07/01/1994,1994,July,N,Final,23820,21030,2800,0.117
County,Trinity County,07/01/1994,1994,July,N,Final,5280,4650,640,0.12
County,Tulare County,07/01/1994,1994,July,N,Final,164400,138900,25500,0.155
County,Tuolumne County,07/01/1994,1994,July,N,Final,21570,19330,2250,0.104
County,Ventura County,07/01/1994,1994,July,N,Final,382400,351000,31400,0.082
County,Yolo County,07/01/1994,1994,July,N,Final,87200,82200,5000,0.058
County,Yuba County,07/01/1994,1994,July,N,Final,22800,19200,3600,0.157
County,Alameda County,07/01/1995,1995,July,N,Final,683100,638700,44400,0.065
County,Alpine County,07/01/1995,1995,July,N,Final,330,260,70,0.199
County,Amador County,07/01/1995,1995,July,N,Final,13340,12320,1020,0.077
County,Butte County,07/01/1995,1995,July,N,Final,82200,73700,8500,0.104
County,Calaveras County,07/01/1995,1995,July,N,Final,14240,12660,1590,0.111
County,Colusa County,07/01/1995,1995,July,N,Final,8640,7410,1220,0.142
County,Contra Costa County,07/01/1995,1995,July,N,Final,455700,427200,28400,0.062
County,Del Norte County,07/01/1995,1995,July,N,Final,10100,8880,1220,0.121
County,El Dorado County,07/01/1995,1995,July,N,Final,71800,67100,4700,0.065
County,Fresno County,07/01/1995,1995,July,N,Final,382000,332700,49300,0.129
County,Glenn County,07/01/1995,1995,July,N,Final,11600,9520,2090,0.18
County,Humboldt County,07/01/1995,1995,July,N,Final,58600,53700,5000,0.085
County,Imperial County,07/01/1995,1995,July,N,Final,59300,38500,20800,0.35
County,Inyo County,07/01/1995,1995,July,N,Final,7340,6660,680,0.093
County,Kern County,07/01/1995,1995,July,N,Final,283300,246300,37000,0.131
County,Kings County,07/01/1995,1995,July,N,Final,44200,38600,5600,0.127
County,Lake County,07/01/1995,1995,July,N,Final,24150,21300,2840,0.118
County,Lassen County,07/01/1995,1995,July,N,Final,10620,9610,1010,0.095
County,Los Angeles County,07/01/1995,1995,July,N,Final,4309900,3936900,373000,0.087
County,Los Angeles County,07/01/1995,1995,July,Y,Final,4273200,3929400,343800,0.08
County,Madera County,07/01/1995,1995,July,N,Final,52700,45100,7600,0.145
County,Marin County,07/01/1995,1995,July,N,Final,129100,122700,6300,0.049
County,Mariposa County,07/01/1995,1995,July,N,Final,8120,7530,590,0.072
County,Mendocino County,07/01/1995,1995,July,N,Final,41480,37940,3550,0.085
County,Merced County,07/01/1995,1995,July,N,Final,85400,71400,14000,0.164
County,Modoc County,07/01/1995,1995,July,N,Final,4320,3810,510,0.119
County,Mono County,07/01/1995,1995,July,N,Final,6030,5370,660,0.109
County,Monterey County,07/01/1995,1995,July,N,Final,177200,161500,15600,0.088
County,Napa County,07/01/1995,1995,July,N,Final,57700,54500,3200,0.056
County,Nevada County,07/01/1995,1995,July,N,Final,40060,36990,3070,0.077
County,Orange County,07/01/1995,1995,July,N,Final,1327700,1252500,75200,0.057
County,Placer County,07/01/1995,1995,July,N,Final,101900,95600,6300,0.062
County,Plumas County,07/01/1995,1995,July,N,Final,10170,9240,930,0.091
County,Riverside County,07/01/1995,1995,July,N,Final,613200,543000,70200,0.114
County,Sacramento County,07/01/1995,1995,July,N,Final,537500,497700,39800,0.074
County,San Benito County,07/01/1995,1995,July,N,Final,23900,20900,3000,0.126
County,San Bernardino County,07/01/1995,1995,July,N,Final,672500,614700,57800,0.086
County,San Diego County,07/01/1995,1995,July,N,Final,1233900,1148900,85000,0.069
County,San Francisco County,07/01/1995,1995,July,N,Final,401000,373000,28000,0.07
County,San Joaquin County,07/01/1995,1995,July,N,Final,241900,211600,30300,0.125
County,San Luis Obispo County,07/01/1995,1995,July,N,Final,99000,92300,6700,0.068
County,San Mateo County,07/01/1995,1995,July,N,Final,370600,353300,17400,0.047
County,Santa Barbara County,07/01/1995,1995,July,N,Final,192400,180200,12100,0.063
County,Santa Clara County,07/01/1995,1995,July,N,Final,872300,825500,46700,0.054
County,Santa Cruz County,07/01/1995,1995,July,N,Final,139800,129600,10200,0.073
County,Shasta County,07/01/1995,1995,July,N,Final,72900,65000,7900,0.109
County,Sierra County,07/01/1995,1995,July,N,Final,1700,1580,120,0.072
County,Siskiyou County,07/01/1995,1995,July,N,Final,18850,16390,2460,0.13
County,Solano County,07/01/1995,1995,July,N,Final,174800,160400,14500,0.083
County,Sonoma County,07/01/1995,1995,July,N,Final,221300,208600,12800,0.058
County,Stanislaus County,07/01/1995,1995,July,N,Final,199000,167900,31100,0.156
County,Sutter County,07/01/1995,1995,July,N,Final,34200,29400,4800,0.141
County,Tehama County,07/01/1995,1995,July,N,Final,22650,20100,2550,0.113
County,Trinity County,07/01/1995,1995,July,N,Final,5270,4640,630,0.119
County,Tulare County,07/01/1995,1995,July,N,Final,165800,137800,28000,0.169
County,Tuolumne County,07/01/1995,1995,July,N,Final,20610,18600,2020,0.098
County,Ventura County,07/01/1995,1995,July,N,Final,383100,353900,29200,0.076
County,Yolo County,07/01/1995,1995,July,N,Final,86400,81100,5400,0.062
County,Yuba County,07/01/1995,1995,July,N,Final,21700,18500,3300,0.15
County,Alameda County,07/01/1996,1996,July,N,Final,684900,646300,38700,0.056
County,Alpine County,07/01/1996,1996,July,N,Final,340,290,50,0.155
County,Amador County,07/01/1996,1996,July,N,Final,13540,12610,930,0.069
County,Butte County,07/01/1996,1996,July,N,Final,82000,74000,8000,0.097
County,Calaveras County,07/01/1996,1996,July,N,Final,14090,12830,1260,0.09
County,Colusa County,07/01/1996,1996,July,N,Final,8810,7650,1160,0.132
County,Contra Costa County,07/01/1996,1996,July,N,Final,460700,436500,24200,0.052
County,Del Norte County,07/01/1996,1996,July,N,Final,10240,9260,980,0.096
County,El Dorado County,07/01/1996,1996,July,N,Final,74200,69600,4500,0.061
County,Fresno County,07/01/1996,1996,July,N,Final,385500,340300,45200,0.117
County,Glenn County,07/01/1996,1996,July,N,Final,12050,10000,2050,0.17
County,Humboldt County,07/01/1996,1996,July,N,Final,58700,54100,4500,0.077
County,Imperial County,07/01/1996,1996,July,N,Final,58900,37700,21200,0.359
County,Inyo County,07/01/1996,1996,July,N,Final,7660,7030,640,0.083
County,Kern County,07/01/1996,1996,July,N,Final,289800,256500,33300,0.115
County,Kings County,07/01/1996,1996,July,N,Final,44900,39400,5500,0.123
County,Lake County,07/01/1996,1996,July,N,Final,24040,21260,2780,0.116
County,Lassen County,07/01/1996,1996,July,N,Final,11880,10780,1100,0.093
County,Los Angeles County,07/01/1996,1996,July,N,Final,4367600,3981600,386000,0.088
County,Los Angeles County,07/01/1996,1996,July,Y,Final,4324800,3975700,349100,0.081
County,Madera County,07/01/1996,1996,July,N,Final,54500,47400,7100,0.13
County,Marin County,07/01/1996,1996,July,N,Final,129300,124400,4900,0.038
County,Mariposa County,07/01/1996,1996,July,N,Final,8310,7800,520,0.062
County,Mendocino County,07/01/1996,1996,July,N,Final,43000,39460,3540,0.082
County,Merced County,07/01/1996,1996,July,N,Final,83200,71100,12100,0.145
County,Modoc County,07/01/1996,1996,July,N,Final,4190,3750,440,0.104
County,Mono County,07/01/1996,1996,July,N,Final,5940,5280,660,0.11
County,Monterey County,07/01/1996,1996,July,N,Final,181600,167200,14400,0.079
County,Napa County,07/01/1996,1996,July,N,Final,59200,55800,3400,0.058
County,Nevada County,07/01/1996,1996,July,N,Final,40030,37290,2740,0.069
County,Orange County,07/01/1996,1996,July,N,Final,1340500,1278800,61800,0.046
County,Placer County,07/01/1996,1996,July,N,Final,106600,100700,5900,0.055
County,Plumas County,07/01/1996,1996,July,N,Final,10570,9710,860,0.081
County,Riverside County,07/01/1996,1996,July,N,Final,614900,554200,60600,0.099
County,Sacramento County,07/01/1996,1996,July,N,Final,545100,508900,36100,0.066
County,San Benito County,07/01/1996,1996,July,N,Final,27000,24500,2500,0.093
County,San Bernardino County,07/01/1996,1996,July,N,Final,680900,624400,56500,0.083
County,San Diego County,07/01/1996,1996,July,N,Final,1250200,1177300,72800,0.058
County,San Francisco County,07/01/1996,1996,July,N,Final,402000,379600,22400,0.056
County,San Joaquin County,07/01/1996,1996,July,N,Final,242500,216400,26200,0.108
County,San Luis Obispo County,07/01/1996,1996,July,N,Final,102000,96000,6000,0.059
County,San Mateo County,07/01/1996,1996,July,N,Final,376800,362500,14300,0.038
County,Santa Barbara County,07/01/1996,1996,July,N,Final,190400,180300,10100,0.053
County,Santa Clara County,07/01/1996,1996,July,N,Final,905000,870300,34700,0.038
County,Santa Cruz County,07/01/1996,1996,July,N,Final,138500,129000,9500,0.069
County,Shasta County,07/01/1996,1996,July,N,Final,71800,64900,6900,0.096
County,Sierra County,07/01/1996,1996,July,N,Final,1800,1690,110,0.063
County,Siskiyou County,07/01/1996,1996,July,N,Final,18760,16500,2250,0.12
County,Solano County,07/01/1996,1996,July,N,Final,177700,163800,14000,0.079
County,Sonoma County,07/01/1996,1996,July,N,Final,226900,216100,10800,0.047
County,Stanislaus County,07/01/1996,1996,July,N,Final,201900,175300,26700,0.132
County,Sutter County,07/01/1996,1996,July,N,Final,35000,30700,4300,0.123
County,Tehama County,07/01/1996,1996,July,N,Final,22390,19790,2590,0.116
County,Trinity County,07/01/1996,1996,July,N,Final,5240,4600,640,0.122
County,Tulare County,07/01/1996,1996,July,N,Final,163100,137500,25600,0.157
County,Tuolumne County,07/01/1996,1996,July,N,Final,20230,18320,1910,0.094
County,Ventura County,07/01/1996,1996,July,N,Final,379300,347900,31400,0.083
County,Yolo County,07/01/1996,1996,July,N,Final,86800,82100,4700,0.055
County,Yuba County,07/01/1996,1996,July,N,Final,22300,19200,3100,0.14
County,Alameda County,07/01/1997,1997,July,N,Final,697800,663200,34600,0.05
County,Alpine County,07/01/1997,1997,July,N,Final,340,300,40,0.115
County,Amador County,07/01/1997,1997,July,N,Final,13300,12510,790,0.059
County,Butte County,07/01/1997,1997,July,N,Final,82500,75000,7500,0.091
County,Calaveras County,07/01/1997,1997,July,N,Final,14000,12720,1280,0.091
County,Colusa County,07/01/1997,1997,July,N,Final,9560,8390,1180,0.123
County,Contra Costa County,07/01/1997,1997,July,N,Final,471400,450000,21400,0.045
County,Del Norte County,07/01/1997,1997,July,N,Final,10290,9350,940,0.092
County,El Dorado County,07/01/1997,1997,July,N,Final,75900,72100,3700,0.049
County,Fresno County,07/01/1997,1997,July,N,Final,384100,339500,44600,0.116
County,Glenn County,07/01/1997,1997,July,N,Final,11180,9560,1620,0.145
County,Humboldt County,07/01/1997,1997,July,N,Final,59200,54900,4300,0.072
County,Imperial County,07/01/1997,1997,July,N,Final,56300,38300,18000,0.32
County,Inyo County,07/01/1997,1997,July,N,Final,7610,7020,590,0.078
County,Kern County,07/01/1997,1997,July,N,Final,284000,252500,31500,0.111
County,Kings County,07/01/1997,1997,July,N,Final,45900,40700,5200,0.113
County,Lake County,07/01/1997,1997,July,N,Final,23270,20990,2280,0.098
County,Lassen County,07/01/1997,1997,July,N,Final,11470,10580,890,0.078
County,Los Angeles County,07/01/1997,1997,July,N,Final,4455200,4133000,322200,0.072
County,Los Angeles County,07/01/1997,1997,July,Y,Final,4426300,4127300,299000,0.068
County,Madera County,07/01/1997,1997,July,N,Final,54900,47500,7400,0.134
